Time,LL_Q,LL_T,LL_C,Regime
48405000,  28084737104,  38558258835,  37643498945,xx
48415000,  28084737104,  38558258835,  37643498945,xx
48425000,  28084737104,  38558258835,  37643498945,xx
48515000,  28147011644,  38636904004,  37721596636,xx
48525000,  28147011644,  38636904004,  37721596636,xx
48535000,  28147011644,  38636904004,  37721596636,xx
48625000,  28222070329,  38688890077,  37774699068,xx
48635000,  28222070329,  38688890077,  37774699068,xx
48645000,  28222070329,  38688890077,  37774699068,xx
48735000,  28296130758,  38746375339,  37856897426,xx
48745000,  28296130758,  38746375339,  37856897426,xx
48755000,  28296130758,  38746375339,  37856897426,xx
48845000,  28374329793,  38819629477,  37937724418,xx
48855000,  28374329793,  38819629477,  37937724418,xx
48865000,  28374329793,  38819629477,  37937724418,xx
48955000,  28389313313,  38863079064,  37993598175,xx
48965000,  28389313313,  38863079064,  37993598175,xx
48975000,  28389313313,  38863079064,  37993598175,xx
49065000,  28449954663,  38945888596,  38067180923,xx
49075000,  28449954663,  38945888596,  38067180923,xx
49085000,  28449954663,  38945888596,  38067180923,xx
49175000,  28527393076,  39023940777,  38096040037,xx
49185000,  28527393076,  39023940777,  38096040037,xx
49195000,  28527393076,  39023940777,  38096040037,xx
49285000,  28554865016,  39102290092,  38170860423,xx
49295000,  28554865016,  39102290092,  38170860423,xx
49305000,  28554865016,  39102290092,  38170860423,xx
49395000,  28630685693,  39171975366,  38252957753,xx
49405000,  28630685693,  39171975366,  38252957753,xx
49415000,  28630685693,  39171975366,  38252957753,xx
49505000,  28702729745,  39205898602,  38281934181,xx
49515000,  28702729745,  39205898602,  38281934181,xx
49525000,  28702729745,  39205898602,  38281934181,xx
49615000,  28747721146,  39275574186,  38355317049,xx
49625000,  28747721146,  39275574186,  38355317049,xx
49635000,  28747721146,  39275574186,  38355317049,xx
49725000,  28810289688,  39352027293,  38409921697,xx
49735000,  28810289688,  39352027293,  38409921697,xx
49745000,  28810289688,  39352027293,  38409921697,xx
49835000,  28889740591,  39413592757,  38438782411,xx
49845000,  28889740591,  39413592757,  38438782411,xx
49855000,  28889740591,  39413592757,  38438782411,xx
49945000,  28959721428,  39495430712,  38490929787,xx
49955000,  28959721428,  39495430712,  38490929787,xx
49965000,  28959721428,  39495430712,  38490929787,xx
50055000,  29033884190,  39576614187,  38565564431,xx
50065000,  29033884190,  39576614187,  38565564431,xx
50075000,  29033884190,  39576614187,  38565564431,xx
50165000,  29095642721,  39633239052,  38642647162,xx
50175000,  29095642721,  39633239052,  38642647162,xx
50185000,  29095642721,  39633239052,  38642647162,xx
50275000,  29173333972,  39694908947,  38712352193,xx
50285000,  29173333972,  39694908947,  38712352193,xx
50295000,  29173333972,  39694908947,  38712352193,xx
50385000,  29223180932,  39760501052,  38781382007,xx
50395000,  29223180932,  39760501052,  38781382007,xx
50405000,  29223180932,  39760501052,  38781382007,xx
50495000,  29283903450,  39821118558,  38852297341,xx
50505000,  29283903450,  39821118558,  38852297341,xx
50515000,  29283903450,  39821118558,  38852297341,xx
50605000,  29356521335,  39901607989,  38933979878,xx
50615000,  29356521335,  39901607989,  38933979878,xx
50625000,  29356521335,  39901607989,  38933979878,xx
50715000,  29390124501,  39945311079,  38959287342,xx
50725000,  29390124501,  39945311079,  38959287342,xx
50735000,  29390124501,  39945311079,  38959287342,xx
50825000,  29442527532,  40017975141,  38986226753,xx
50835000,  29442527532,  40017975141,  38986226753,xx
50845000,  29442527532,  40017975141,  38986226753,xx
50935000,  29493968590,  40087274766,  39046790676,xx
50945000,  29493968590,  40087274766,  39046790676,xx
50955000,  29493968590,  40087274766,  39046790676,xx
51045000,  29559074985,  40165586635,  39119359054,xx
51055000,  29559074985,  40165586635,  39119359054,xx
51065000,  29559074985,  40165586635,  39119359054,xx
51155000,  29636188981,  40236152239,  39201139021,xx
51165000,  29636188981,  40236152239,  39201139021,xx
51175000,  29636188981,  40236152239,  39201139021,xx
51265000,  29703901510,  40312070508,  39253029390,xx
51275000,  29703901510,  40312070508,  39253029390,xx
51285000,  29703901510,  40312070508,  39253029390,xx
51375000,  29773144973,  40388839735,  39323911564,xx
51385000,  29773144973,  40388839735,  39323911564,xx
51395000,  29773144973,  40388839735,  39323911564,xx
51485000,  29808806633,  40470570052,  39392310884,xx
51495000,  29808806633,  40470570052,  39392310884,xx
51505000,  29808806633,  40470570052,  39392310884,xx
51595000,  29872672808,  40553634854,  39464980478,xx
51605000,  29872672808,  40553634854,  39464980478,xx
51615000,  29872672808,  40553634854,  39464980478,xx
51705000,  29922017813,  40616168827,  39545951819,xx
51715000,  29922017813,  40616168827,  39545951819,xx
51725000,  29922017813,  40616168827,  39545951819,xx
51815000,  29986773511,  40688933067,  39624635220,xx
51825000,  29986773511,  40688933067,  39624635220,xx
51835000,  29986773511,  40688933067,  39624635220,xx
51925000,  30065330169,  40760080430,  39699736039,xx
51935000,  30065330169,  40760080430,  39699736039,xx
51945000,  30065330169,  40760080430,  39699736039,xx
52035000,  30138824676,  40837900606,  39780167794,xx
52045000,  30138824676,  40837900606,  39780167794,xx
52055000,  30138824676,  40837900606,  39780167794,xx
52145000,  30215997019,  40907581951,  39862523795,xx
52155000,  30215997019,  40907581951,  39862523795,xx
52165000,  30215997019,  40907581951,  39862523795,xx
52255000,  30250088847,  40982657210,  39896228691,xx
52265000,  30250088847,  40982657210,  39896228691,xx
52275000,  30250088847,  40982657210,  39896228691,xx
52365000,  30320764960,  41002086797,  39975992702,xx
52375000,  30320764960,  41002086797,  39975992702,xx
52385000,  30320764960,  41002086797,  39975992702,xx
52475000,  30386842118,  41032386142,  40054728138,xx
52485000,  30386842118,  41032386142,  40054728138,xx
52495000,  30386842118,  41032386142,  40054728138,xx
52585000,  30465431610,  41067799705,  40133752450,xx
52595000,  30465431610,  41067799705,  40133752450,xx
52605000,  30465431610,  41067799705,  40133752450,xx
52695000,  30504398371,  41144591427,  40180946560,xx
52705000,  30504398371,  41144591427,  40180946560,xx
52715000,  30504398371,  41144591427,  40180946560,xx
52805000,  30560341460,  41226830145,  40262181016,xx
52815000,  30560341460,  41226830145,  40262181016,xx
52825000,  30560341460,  41226830145,  40262181016,xx
52915000,  30625409326,  41276217794,  40331316084,xx
52925000,  30625409326,  41276217794,  40331316084,xx
52935000,  30625409326,  41276217794,  40331316084,xx
53025000,  30694116481,  41355752967,  40410824868,xx
53035000,  30694116481,  41355752967,  40410824868,xx
53045000,  30694116481,  41355752967,  40410824868,xx
53135000,  30772824399,  41427885484,  40469401628,xx
53145000,  30772824399,  41427885484,  40469401628,xx
53155000,  30772824399,  41427885484,  40469401628,xx
53245000,  30806900660,  41488926284,  40540048856,xx
53255000,  30806900660,  41488926284,  40540048856,xx
53265000,  30806900660,  41488926284,  40540048856,xx
53355000,  30836666880,  41551556798,  40607579348,xx
53365000,  30836666880,  41551556798,  40607579348,xx
53375000,  30836666880,  41551556798,  40607579348,xx
53465000,  30916253794,  41635718625,  40639654993,xx
53475000,  30916253794,  41635718625,  40639654993,xx
53485000,  30916253794,  41635718625,  40639654993,xx
53575000,  30959231876,  41668569080,  40691466566,xx
53585000,  30959231876,  41668569080,  40691466566,xx
53595000,  30959231876,  41668569080,  40691466566,xx
53685000,  31028486727,  41726656350,  40738942453,xx
53695000,  31028486727,  41726656350,  40738942453,xx
53705000,  31028486727,  41726656350,  40738942453,xx
53795000,  31104790395,  41806511509,  40784922361,xx
53805000,  31104790395,  41806511509,  40784922361,xx
53815000,  31104790395,  41806511509,  40784922361,xx
53905000,  31171971712,  41889079109,  40861470215,xx
53915000,  31171971712,  41889079109,  40861470215,xx
53925000,  31171971712,  41889079109,  40861470215,xx
54015000,  31249633718,  41972964665,  40936408440,xx
54025000,  31249633718,  41972964665,  40936408440,xx
54035000,  31249633718,  41972964665,  40936408440,xx
54125000,  31315145668,  42021753992,  41016657816,xx
54135000,  31315145668,  42021753992,  41016657816,xx
54145000,  31315145668,  42021753992,  41016657816,xx
54235000,  31362596194,  42101392086,  41096216466,xx
54245000,  31362596194,  42101392086,  41096216466,xx
54255000,  31362596194,  42101392086,  41096216466,xx
54345000,  31427397442,  42166502948,  41119147750,xx
54355000,  31427397442,  42166502948,  41119147750,xx
54365000,  31427397442,  42166502948,  41119147750,xx
54455000,  31500676837,  42246609147,  41199802232,xx
54465000,  31500676837,  42246609147,  41199802232,xx
54475000,  31500676837,  42246609147,  41199802232,xx
54565000,  31556623447,  42324600793,  41260159570,xx
54575000,  31556623447,  42324600793,  41260159570,xx
54585000,  31556623447,  42324600793,  41260159570,xx
54675000,  31626290109,  42400723115,  41341443411,xx
54685000,  31626290109,  42400723115,  41341443411,xx
54695000,  31626290109,  42400723115,  41341443411,xx
54785000,  31691269969,  42442575858,  41409164790,xx
54795000,  31691269969,  42442575858,  41409164790,xx
54805000,  31691269969,  42442575858,  41409164790,xx
54895000,  31751829565,  42526529322,  41482635297,xx
54905000,  31751829565,  42526529322,  41482635297,xx
54915000,  31751829565,  42526529322,  41482635297,xx
55005000,  31824115171,  42598726862,  41563584259,xx
55015000,  31824115171,  42598726862,  41563584259,xx
55025000,  31824115171,  42598726862,  41563584259,xx
55155000,     78982785,     77039303,     78604421,10
55165000,     78982785,     77039303,     78604421,10
55175000,     78982785,     77039303,     78604421,10
55265000,    136071346,    104073377,    132089704,10
55275000,    136071346,    104073377,    132089704,10
55285000,    136071346,    104073377,    132089704,10
55375000,    165566191,    178210850,    190107812,10
55385000,    165566191,    178210850,    190107812,10
55395000,    165566191,    178210850,    190107812,10
55485000,    215873936,    247580312,    246094304,10
55495000,    215873936,    247580312,    246094304,10
55505000,    215873936,    247580312,    246094304,10
55595000,    289684577,    305073640,    320777013,10
55605000,    289684577,    305073640,    320777013,10
55615000,    289684577,    305073640,    320777013,10
55705000,    352899377,    376846345,    364822161,10
55715000,    352899377,    376846345,    364822161,10
55725000,    352899377,    376846345,    364822161,10
55815000,    422292600,    459917097,    446794665,10
55825000,    422292600,    459917097,    446794665,10
55835000,    422292600,    459917097,    446794665,10
55925000,    486088148,    533151935,    508800877,10
55935000,    486088148,    533151935,    508800877,10
55945000,    486088148,    533151935,    508800877,10
56035000,    552311952,    607468033,    557273120,10
56045000,    552311952,    607468033,    557273120,10
56055000,    552311952,    607468033,    557273120,10
56145000,    622141505,    691571073,    639535484,10
56155000,    622141505,    691571073,    639535484,10
56165000,    622141505,    691571073,    639535484,10
56255000,    698393291,    775616740,    719050669,10
56265000,    698393291,    775616740,    719050669,10
56275000,    698393291,    775616740,    719050669,10
56365000,    766474283,    848135149,    800127095,10
56375000,    766474283,    848135149,    800127095,10
56385000,    766474283,    848135149,    800127095,10
56475000,    832590580,    889312191,    872446481,10
56485000,    832590580,    889312191,    872446481,10
56495000,    832590580,    889312191,    872446481,10
56585000,    909139141,    946788845,    942730765,10
56595000,    909139141,    946788845,    942730765,10
56605000,    909139141,    946788845,    942730765,10
56695000,    941549922,   1029932767,   1014679484,10
56705000,    941549922,   1029932767,   1014679484,10
56715000,    941549922,   1029932767,   1014679484,10
56805000,   1002017226,   1107052399,   1066864665,10
56815000,   1002017226,   1107052399,   1066864665,10
56825000,   1002017226,   1107052399,   1066864665,10
56915000,   1069563676,   1153126179,   1134638772,10
56925000,   1069563676,   1153126179,   1134638772,10
56935000,   1069563676,   1153126179,   1134638772,10
57025000,   1093003862,   1233438855,   1213136862,10
57035000,   1093003862,   1233438855,   1213136862,10
57045000,   1093003862,   1233438855,   1213136862,10
57135000,   1116038885,   1316954219,   1279339092,10
57145000,   1116038885,   1316954219,   1279339092,10
57155000,   1116038885,   1316954219,   1279339092,10
57245000,   1188785816,   1381952372,   1338149063,10
57255000,   1188785816,   1381952372,   1338149063,10
57265000,   1188785816,   1381952372,   1338149063,10
57355000,   1259323538,   5656545500,   1409549516,10
57365000,   1259323538,   5656545500,   1409549516,10
57375000,   1259323538,   5656545500,   1409549516,10
57465000,   1332747564,   5734706307,   1484091341,10
57475000,   1332747564,   5734706307,   1484091341,10
57485000,   1332747564,   5734706307,   1484091341,10
57575000,   1412309561,   5813600586,   1555565555,10
57585000,   1412309561,   5813600586,   1555565555,10
57595000,   1412309561,   5813600586,   1555565555,10
57685000,   1474871184,   5850031049,   1618403515,10
57695000,   1474871184,   5850031049,   1618403515,10
57705000,   1474871184,   5850031049,   1618403515,10
57795000,   1544686755,   5912252028,   1682591562,10
57805000,   1544686755,   5912252028,   1682591562,10
57815000,   1544686755,   5912252028,   1682591562,10
57905000,   1621572981,   5993395898,   1753015433,10
57915000,   1621572981,   5993395898,   1753015433,10
57925000,   1621572981,   5993395898,   1753015433,10
58015000,   1694942744,   6069859360,   1830706459,10
58025000,   1694942744,   6069859360,   1830706459,10
58035000,   1694942744,   6069859360,   1830706459,10
58125000,   1770071029,   6134989071,   1909259687,10
58135000,   1770071029,   6134989071,   1909259687,10
58145000,   1770071029,   6134989071,   1909259687,10
58235000,   1846398524,   6209511956,   1991679843,10
58245000,   1846398524,   6209511956,   1991679843,10
58255000,   1846398524,   6209511956,   1991679843,10
58345000,   1925537668,   6282674844,   2040829777,10
58355000,   1925537668,   6282674844,   2040829777,10
58365000,   1925537668,   6282674844,   2040829777,10
58455000,   1988600656,   6362871711,   2114079833,10
58465000,   1988600656,   6362871711,   2114079833,10
58475000,   1988600656,   6362871711,   2114079833,10
58565000,   2062485129,   6424090940,   2189785785,10
58575000,   2062485129,   6424090940,   2189785785,10
58585000,   2062485129,   6424090940,   2189785785,10
58675000,   2122475019,   6449802596,   2259857534,10
58685000,   2122475019,   6449802596,   2259857534,10
58695000,   2122475019,   6449802596,   2259857534,10
58785000,   2192082620,   6528135676,   2330204264,10
58795000,   2192082620,   6528135676,   2330204264,10
58805000,   2192082620,   6528135676,   2330204264,10
58895000,   2261082009,   6609341037,   2406108545,10
58905000,   2261082009,   6609341037,   2406108545,10
58915000,   2261082009,   6609341037,   2406108545,10
59005000,   2313866133,   6687574249,   2466733595,10
59015000,   2313866133,   6687574249,   2466733595,10
59025000,   2313866133,   6687574249,   2466733595,10
59115000,   6584010562,   6757165569,   2530236446,10
59125000,   6584010562,   6757165569,   2530236446,10
59135000,   6584010562,   6757165569,   2530236446,10
59225000,   6632327066,   6799682445,   2602359208,10
59235000,   6632327066,   6799682445,   2602359208,10
59245000,   6632327066,   6799682445,   2602359208,10
59335000,   6694306619,   6876936257,   2674575302,10
59345000,   6694306619,   6876936257,   2674575302,10
59355000,   6694306619,   6876936257,   2674575302,10
59445000,   6749608635,   6960086781,   2728202657,10
59455000,   6749608635,   6960086781,   2728202657,10
59465000,   6749608635,   6960086781,   2728202657,10
59555000,   6819244736,   7040678629,   2775243952,10
59565000,   6819244736,   7040678629,   2775243952,10
59575000,   6819244736,   7040678629,   2775243952,10
59665000,   6894928376,   7121183357,   2854875041,10
59675000,   6894928376,   7121183357,   2854875041,10
59685000,   6894928376,   7121183357,   2854875041,10
59775000,   6967137001,   7194474610,   2924278967,10
59785000,   6967137001,   7194474610,   2924278967,10
59795000,   6967137001,   7194474610,   2924278967,10
59885000,   7041182165,   7262899106,   2991957521,10
59895000,   7041182165,   7262899106,   2991957521,10
59905000,   7041182165,   7262899106,   2991957521,10
59995000,   7109890281,   7326038711,   3065323905,10
60005000,   7109890281,   7326038711,   3065323905,10
60015000,   7109890281,   7326038711,   3065323905,10
60105000,   7174523031,   7408393308,   3144673347,10
60115000,   7174523031,   7408393308,   3144673347,10
60125000,   7174523031,   7408393308,   3144673347,10
60215000,   7242155758,   7483848602,   3214305884,10
60225000,   7242155758,   7483848602,   3214305884,10
60235000,   7242155758,   7483848602,   3214305884,10
60325000,   7291222434,   7567958019,   3289967820,10
60335000,   7291222434,   7567958019,   3289967820,10
60345000,   7291222434,   7567958019,   3289967820,10
60435000,   7367245069,   7634789653,   3347853217,10
60445000,   7367245069,   7634789653,   3347853217,10
60455000,   7367245069,   7634789653,   3347853217,10
60545000,   7446249591,   7669960970,   3424032727,10
60555000,   7446249591,   7669960970,   3424032727,10
60565000,   7446249591,   7669960970,   3424032727,10
60655000,   7524198214,   7751295239,   3499946935,10
60665000,   7524198214,   7751295239,   3499946935,10
60675000,   7524198214,   7751295239,   3499946935,10
60765000,   7574674945,   7824752817,   3581643807,10
60775000,   7574674945,   7824752817,   3581643807,10
60785000,   7574674945,   7824752817,   3581643807,10
60875000,   7624844908,   7902485400,   3663480895,10
60885000,   7624844908,   7902485400,   3663480895,10
60895000,   7624844908,   7902485400,   3663480895,10
60985000,   7700369029,   7983436266,   3726972203,10
60995000,   7700369029,   7983436266,   3726972203,10
61005000,   7700369029,   7983436266,   3726972203,10
61095000,   7759477802,   8059273556,   3806699366,10
61105000,   7759477802,   8059273556,   3806699366,10
61115000,   7759477802,   8059273556,   3806699366,10
61205000,   7820731041,   8142716878,   3825036667,10
61215000,   7820731041,   8142716878,   3825036667,10
61225000,   7820731041,   8142716878,   3825036667,10
61315000,   7883742486,   8216542305,   3894025634,10
61325000,   7883742486,   8216542305,   3894025634,10
61335000,   7883742486,   8216542305,   3894025634,10
61425000,   7958057731,   8295638869,   3934724234,10
61435000,   7958057731,   8295638869,   3934724234,10
61445000,   7958057731,   8295638869,   3934724234,10
61535000,   8034079772,   8368875116,   3989173944,10
61545000,   8034079772,   8368875116,   3989173944,10
61555000,   8034079772,   8368875116,   3989173944,10
61645000,   8071526534,   8445178073,   4057389544,10
61655000,   8071526534,   8445178073,   4057389544,10
61665000,   8071526534,   8445178073,   4057389544,10
61755000,   8148519408,   8519533878,   4131008213,10
61765000,   8148519408,   8519533878,   4131008213,10
61775000,   8148519408,   8519533878,   4131008213,10
61865000,   8226819165,   8599423129,   4209445231,10
61875000,   8226819165,   8599423129,   4209445231,10
61885000,   8226819165,   8599423129,   4209445231,10
61975000,   8275733283,   8662145712,   4291183725,10
61985000,   8275733283,   8662145712,   4291183725,10
61995000,   8275733283,   8662145712,   4291183725,10
62085000,   8326133851,   8734102636,   4373229139,10
62095000,   8326133851,   8734102636,   4373229139,10
62105000,   8326133851,   8734102636,   4373229139,10
62195000,   8400073472,   8817609561,   4446148384,10
62205000,   8400073472,   8817609561,   4446148384,10
62215000,   8400073472,   8817609561,   4446148384,10
62305000,   8440640216,   8885184203,   4481799096,10
62315000,   8440640216,   8885184203,   4481799096,10
62325000,   8440640216,   8885184203,   4481799096,10
62415000,   8503989637,   8954954237,   4561577621,10
62425000,   8503989637,   8954954237,   4561577621,10
62435000,   8503989637,   8954954237,   4561577621,10
62525000,   8559804294,   9020916655,   4555696742,10
62535000,   8559804294,   9020916655,   4555696742,10
62545000,   8559804294,   9020916655,   4555696742,10
62635000,   8626080359,   9096320732,   4600416483,10
62645000,   8626080359,   9096320732,   4600416483,10
62655000,   8626080359,   9096320732,   4600416483,10
62745000,   8696003817,   9156754796,   4647672801,10
62755000,   8696003817,   9156754796,   4647672801,10
62765000,   8696003817,   9156754796,   4647672801,10
62855000,   8772149944,   9212536685,   4724055561,10
62865000,   8772149944,   9212536685,   4724055561,10
62875000,   8772149944,   9212536685,   4724055561,10
62965000,   8846246963,   9281058663,   4797577769,10
62975000,   8846246963,   9281058663,   4797577769,10
62985000,   8846246963,   9281058663,   4797577769,10
63075000,   8915918274,   9345316468,   4856684893,10
63085000,   8915918274,   9345316468,   4856684893,10
63095000,   8915918274,   9345316468,   4856684893,10
63185000,   8987641532,   9397988529,   4909957313,10
63195000,   8987641532,   9397988529,   4909957313,10
63205000,   8987641532,   9397988529,   4909957313,10
63295000,   9055883747,   9456532129,   4965577124,10
63305000,   9055883747,   9456532129,   4965577124,10
63315000,   9055883747,   9456532129,   4965577124,10
63405000,   9090718294,   9514302461,   5040653621,10
63415000,   9090718294,   9514302461,   5040653621,10
63425000,   9090718294,   9514302461,   5040653621,10
63515000,   9150718273,   9581515346,   5092931186,10
63525000,   9150718273,   9581515346,   5092931186,10
63535000,   9150718273,   9581515346,   5092931186,10
63625000,   9222760169,   9656265910,   5162875968,10
63635000,   9222760169,   9656265910,   5162875968,10
63645000,   9222760169,   9656265910,   5162875968,10
63735000,   9292375440,   9733675246,   5233232148,10
63745000,   9292375440,   9733675246,   5233232148,10
63755000,   9292375440,   9733675246,   5233232148,10
63845000,   9352577672,   9816407498,   5314432786,10
63855000,   9352577672,   9816407498,   5314432786,10
63865000,   9352577672,   9816407498,   5314432786,10
63955000,   9430900138,   9889855398,   5390811634,10
63965000,   9430900138,   9889855398,   5390811634,10
63975000,   9430900138,   9889855398,   5390811634,10
64065000,   9509517681,   9964220870,   5468072979,10
64075000,   9509517681,   9964220870,   5468072979,10
64085000,   9509517681,   9964220870,   5468072979,10
64175000,   9566064299,  10018602688,   5546320877,10
64185000,   9566064299,  10018602688,   5546320877,10
64195000,   9566064299,  10018602688,   5546320877,10
64285000,   9644785830,  10092195532,   5625091117,10
64295000,   9644785830,  10092195532,   5625091117,10
64305000,   9644785830,  10092195532,   5625091117,10
64395000,   9722758238,  10165014634,   5707497418,10
64405000,   9722758238,  10165014634,   5707497418,10
64415000,   9722758238,  10165014634,   5707497418,10
64505000,   9766854726,  10236770151,   5779935407,10
64515000,   9766854726,  10236770151,   5779935407,10
64525000,   9766854726,  10236770151,   5779935407,10
64615000,   9825679068,  10286128584,   5831759113,10
64625000,   9825679068,  10286128584,   5831759113,10
64635000,   9825679068,  10286128584,   5831759113,10
64725000,   9894030103,  10369956824,   5913741849,10
64735000,   9894030103,  10369956824,   5913741849,10
64745000,   9894030103,  10369956824,   5913741849,10
64835000,   9960882702,  10450678117,   5989199093,10
64845000,   9960882702,  10450678117,   5989199093,10
64855000,   9960882702,  10450678117,   5989199093,10
64945000,  10033631486,  10503441878,   6070266970,10
64955000,  10033631486,  10503441878,   6070266970,10
64965000,  10033631486,  10503441878,   6070266970,10
65055000,  10113304893,  10496649184,   6150979115,10
65065000,  10113304893,  10496649184,   6150979115,10
65075000,  10113304893,  10496649184,   6150979115,10
65165000,  10178860257,  10580200884,   6171396141,10
65175000,  10178860257,  10580200884,   6171396141,10
65185000,  10178860257,  10580200884,   6171396141,10
65275000,  10248109291,  10647028846,   6205098546,10
65285000,  10248109291,  10647028846,   6205098546,10
65295000,  10248109291,  10647028846,   6205098546,10
65385000,  10295770653,  10727504289,   6285183502,10
65395000,  10295770653,  10727504289,   6285183502,10
65405000,  10295770653,  10727504289,   6285183502,10
65495000,  10372680767,  10794699847,   6359219183,10
65505000,  10372680767,  10794699847,   6359219183,10
65515000,  10372680767,  10794699847,   6359219183,10
65605000,  10427629653,  10870677723,   6364910135,10
65615000,  10427629653,  10870677723,   6364910135,10
65625000,  10427629653,  10870677723,   6364910135,10
65715000,  10502956680,  10896946737,   6429482834,10
65725000,  10502956680,  10896946737,   6429482834,10
65735000,  10502956680,  10896946737,   6429482834,10
65825000,  10559807897,  10964347013,   6511336877,10
65835000,  10559807897,  10964347013,   6511336877,10
65845000,  10559807897,  10964347013,   6511336877,10
65935000,  10632931425,  11046280594,   6573614289,10
65945000,  10632931425,  11046280594,   6573614289,10
65955000,  10632931425,  11046280594,   6573614289,10
66045000,  10689931398,  11103342022,   6653972797,10
66055000,  10689931398,  11103342022,   6653972797,10
66065000,  10689931398,  11103342022,   6653972797,10
66155000,  10766081775,  11184320022,   6723540759,10
66165000,  10766081775,  11184320022,   6723540759,10
66175000,  10766081775,  11184320022,   6723540759,10
66265000,  10836734943,  11263107608,   6793039953,10
66275000,  10836734943,  11263107608,   6793039953,10
66285000,  10836734943,  11263107608,   6793039953,10
66375000,  10891907110,  11341659386,   6870969971,10
66385000,  10891907110,  11341659386,   6870969971,10
66395000,  10891907110,  11341659386,   6870969971,10
66485000,  10956991327,  11396829063,   6924948848,10
66495000,  10956991327,  11396829063,   6924948848,10
66505000,  10956991327,  11396829063,   6924948848,10
66595000,  11027688514,  11473557178,   7005942396,10
66605000,  11027688514,  11473557178,   7005942396,10
66615000,  11027688514,  11473557178,   7005942396,10
66705000,  11097076890,  11547299114,   7081884958,10
66715000,  11097076890,  11547299114,   7081884958,10
66725000,  11097076890,  11547299114,   7081884958,10
66815000,  11148264289,  11626086439,   7121690728,10
66825000,  11148264289,  11626086439,   7121690728,10
66835000,  11148264289,  11626086439,   7121690728,10
66925000,  11216311654,  11710266165,   7203326349,10
66935000,  11216311654,  11710266165,   7203326349,10
66945000,  11216311654,  11710266165,   7203326349,10
67035000,  11275550554,  11793010079,   7276284188,10
67045000,  11275550554,  11793010079,   7276284188,10
67055000,  11275550554,  11793010079,   7276284188,10
67145000,  11345266581,  11831279539,   7337954595,10
67155000,  11345266581,  11831279539,   7337954595,10
67165000,  11345266581,  11831279539,   7337954595,10
67255000,  11418756512,  11893909132,   7406166274,10
67265000,  11418756512,  11893909132,   7406166274,10
67275000,  11418756512,  11893909132,   7406166274,10
67365000,  11494647468,  11927904993,   7486022513,10
67375000,  11494647468,  11927904993,   7486022513,10
67385000,  11494647468,  11927904993,   7486022513,10
67475000,  11571881479,  12008833433,   7561552560,10
67485000,  11571881479,  12008833433,   7561552560,10
67495000,  11571881479,  12008833433,   7561552560,10
67585000,  11650024613,  12047412175,   7603924852,10
67595000,  11650024613,  12047412175,   7603924852,10
67605000,  11650024613,  12047412175,   7603924852,10
67695000,  11700889979,  12117972461,   7657052745,10
67705000,  11700889979,  12117972461,   7657052745,10
67715000,  11700889979,  12117972461,   7657052745,10
67805000,  11780428949,  12182190381,   7736526934,10
67815000,  11780428949,  12182190381,   7736526934,10
67825000,  11780428949,  12182190381,   7736526934,10
67915000,  11833975484,  12244770447,   7801472760,10
67925000,  11833975484,  12244770447,   7801472760,10
67935000,  11833975484,  12244770447,   7801472760,10
68025000,  11882129076,  12314953622,   7864755941,10
68035000,  11882129076,  12314953622,   7864755941,10
68045000,  11882129076,  12314953622,   7864755941,10
68135000,  11945258818,  12392145179,   7923509253,10
68145000,  11945258818,  12392145179,   7923509253,10
68155000,  11945258818,  12392145179,   7923509253,10
68245000,  12010655009,  12468056657,   8003312319,10
68255000,  12010655009,  12468056657,   8003312319,10
68265000,  12010655009,  12468056657,   8003312319,10
68355000,  12061379155,  16719366930,   8082201312,10
68365000,  12061379155,  16719366930,   8082201312,10
68375000,  12061379155,  16719366930,   8082201312,10
68465000,  12140624043,  16789918952,   8132134052,10
68475000,  12140624043,  16789918952,   8132134052,10
68485000,  12140624043,  16789918952,   8132134052,10
68575000,  12206056020,  16862404875,   8195907313,10
68585000,  12206056020,  16862404875,   8195907313,10
68595000,  12206056020,  16862404875,   8195907313,10
68685000,  12230169726,  16945566425,   8266557645,10
68695000,  12230169726,  16945566425,   8266557645,10
68705000,  12230169726,  16945566425,   8266557645,10
68795000,  12290134931,  16997813791,   8345481538,10
68805000,  12290134931,  16997813791,   8345481538,10
68815000,  12290134931,  16997813791,   8345481538,10
68905000,  12325850869,  17049837858,   8424459539,10
68915000,  12325850869,  17049837858,   8424459539,10
68925000,  12325850869,  17049837858,   8424459539,10
69015000,  12397848325,  17111881329,   8489436211,10
69025000,  12397848325,  17111881329,   8489436211,10
69035000,  12397848325,  17111881329,   8489436211,10
69125000,  12441315538,  17187009422,   8565027482,10
69135000,  12441315538,  17187009422,   8565027482,10
69145000,  12441315538,  17187009422,   8565027482,10
69235000,  12491623574,  17258148379,   8630604201,10
69245000,  12491623574,  17258148379,   8630604201,10
69255000,  12491623574,  17258148379,   8630604201,10
69345000,  12569744182,  17337635207,   8676669281,10
69355000,  12569744182,  17337635207,   8676669281,10
69365000,  12569744182,  17337635207,   8676669281,10
69455000,  12649142833,  17400401687,   8724114169,10
69465000,  12649142833,  17400401687,   8724114169,10
69475000,  12649142833,  17400401687,   8724114169,10
69565000,  12691977574,  17408579126,   8800985522,10
69575000,  12691977574,  17408579126,   8800985522,10
69585000,  12691977574,  17408579126,   8800985522,10
69675000,  12730155096,  17479137034,   8852218827,10
